[INFO ] 2015-12-03 14:50:00,031 GossipSenderThread.class pool-1-thread-2 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175800031 || heartbeat: 85 || status: true
[INFO ] 2015-12-03 14:50:00,531 GossipSenderThread.class pool-1-thread-3 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175800531 || heartbeat: 86 || status: true
[INFO ] 2015-12-03 14:50:01,037 GossipSenderThread.class pool-1-thread-1 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175801031 || heartbeat: 87 || status: true
[INFO ] 2015-12-03 14:50:01,531 GossipSenderThread.class pool-1-thread-2 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175801531 || heartbeat: 88 || status: true
[INFO ] 2015-12-03 14:50:02,031 GossipSenderThread.class pool-1-thread-1 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175802031 || heartbeat: 89 || status: true
[INFO ] 2015-12-03 14:50:02,531 GossipSenderThread.class pool-1-thread-2 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175802531 || heartbeat: 90 || status: true
[INFO ] 2015-12-03 14:50:03,031 GossipSenderThread.class pool-1-thread-1 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175803031 || heartbeat: 91 || status: true
[INFO ] 2015-12-03 14:50:03,531 GossipSenderThread.class pool-1-thread-2 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175803531 || heartbeat: 92 || status: true
[INFO ] 2015-12-03 14:50:03,534 IntroducerRejoinThread.class pool-1-thread-1 Ping Introducer begins.
[INFO ] 2015-12-03 14:50:03,534 IntroducerRejoinThread.class pool-1-thread-1 Exiting from the method pingIntroducer.
[INFO ] 2015-12-03 14:50:04,031 GossipSenderThread.class pool-1-thread-2 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175804031 || heartbeat: 93 || status: true
[INFO ] 2015-12-03 14:50:04,531 GossipSenderThread.class pool-1-thread-1 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175804531 || heartbeat: 94 || status: true
[INFO ] 2015-12-03 14:50:05,031 GossipSenderThread.class pool-1-thread-2 packet info: id 130.126.28.9:1449175758506 || time stamp: 1449175805031 || heartbeat: 95 || status: true
